asset_id,technical_name,source_ref,column_names_text,business_domain,y_pred,y_pred_alt,confidence,confidence_band,match_llm,llm_consensus_score,review_reason
1016623,SYSADM.PS_BUS_UNIT_HR_LNG,PS_BUS_UNIT_HR_LNG,BUSINESS_UNIT | DESCR | DESCRSHORT | LANGUAGE_CD,RH,RH,Other,0.5689,medium,1,1.0,rare_class_uncertain
1047026,SYSADM.PS_KK_SHDR_HRPAY_H,PS_KK_SHDR_HRPAY_H,ACCOUNTING_DT | KK_AMOUNT_TYPE | KK_DATETIME_STAMP | KK_PROCESS_STATUS | KK_PROC_INSTANCE | KK_ROLLED_SEQ | KK_SOURCE_TRAN | KK_TRAN_DT | KK_TRAN_ID | PROCESS_INSTANCE | PSARCH_BATCHNUM | PSARCH_ID | RUN_DT | SEQNUM | SEQUENCE_NBR_9,RH,RH,Finance & Contrôle,0.5702,medium,1,1.0,rare_class_uncertain
1032475,SYSADM.PS_EX_EE_ORGDT_TAO,PS_EX_EE_ORGDT_TAO,ADVANCE_LVL | ADV_MAX_AMT | BUSINESS_UNIT_GL | CURRENCY_CD | DFLT_EE_PROF_FLG | EE_VAL_FLG | EE_VAL_REASON_CD | EMPLID | EMPL_RCD | LOC_AMT_EXCL_FLG | OVERRIDE_DCAA_FLG | PROCESS_INSTANCE | PYMNT_HOLD | PYMNT_METHOD,Finance & Contrôle,RH,Finance & Contrôle,0.5703,medium,0,1.0,rare_class_uncertain
1120510,GM_DEPT_SUBDIV,PS_GM_DEPT_SUBDIV,DEPTID | GM_SPO_ID | INSTID | MAJOR_SUBDIVISION | SETID,RH,RH,Other,0.5733,medium,1,0.5,rare_class_uncertain
1038947,SYSADM.PS_GM_SP_LEVEL_LNG,PS_GM_SP_LEVEL_LNG,DESCR | DESCRSHORT | EFFDT | LANGUAGE_CD | SETID | SPNSR_LEVEL,RH,RH,Other,0.5744,medium,1,1.0,rare_class_uncertain
1120421,GM_COM_MEMB_LNG,PS_GM_COM_MEMB_LNG,COM_ID | COM_MEMBER_ID | EFFDT | LANGUAGE_CD | NOTES | TITLE,RH,RH,Other,0.5762,medium,1,0.5,rare_class_uncertain
1155126,RUN_CNTL_SRS_EM,PS_RUN_CNTL_SRS_EM,EMPLID | NAME | OPRID | RUN_CNTL_ID,RH,RH,IT & Sécurité,0.5807,medium,1,0.5,rare_class_uncertain
1116229,EX_TMADJ_TAO,PS_EX_TMADJ_TAO,ACTIVITY_ID | AFFILIATE | AFFILIATE_INTRA1 | AFFILIATE_INTRA2 | ANALYSIS_TYPE | BI_DISTRIB_STATUS | BUDGET_REF | BUSINESS_UNIT_GL | BUSINESS_UNIT_PC | BUSINESS_UNIT_WO | CHARTFIELD1 | CHARTFIELD2 | CHARTFIELD3 | CLASS_FLD | DATE_UNDER_RPT | DEPTID | DESCR60 | EMPLID | EMPL_RCD | FUND_CODE | JOBCODE | OPERATING_UNIT | PC_DISTRIB_STATUS | PROCESS_INSTANCE | PRODUCT | PROGRAM_CODE | PROJECT_ID | RES_LN_NBR | RESOURCE_CATEGORY | RESOURCE_SUB_CAT | RESOURCE_TYPE | RSRC_TYPE | TIME_SHEET_ID | TRC | UNIT_OF_MEASURE | WO_ID | WO_TASK_ID,RH,RH,Finance & Contrôle,0.5919,medium,1,0.5,rare_class_uncertain
1029500,SYSADM.PS_EOCB_COMP_MKT,PS_EOCB_COMP_MKT,EOCB_COMPONENT | EOCB_DATA_TYPE_CD | EOCB_MARKET,Ventes & Clients,Ventes & Clients,Other,0.5929,medium,1,1.0,rare_class_uncertain
1141884,PSA_OPRID_OPP,PS_PSA_OPRID_OPP,OPPORTUNITY_ID | OPRID,Ventes & Clients,Ventes & Clients,IT & Sécurité,0.5952,medium,1,1.0,rare_class_uncertain
1077821,SYSADM.PS_TSE_COURSE_TBL,PS_TSE_COURSE_TBL,COURSE | DESCR | DESCRLONG | DESCRSHORT,RH,RH,Other,0.596,medium,1,1.0,rare_class_uncertain
1146013,PTIAADSCUSTREPO,PS_PTIAADSCUSTREPO,PTIACUSTVALUE | PTIADIRTYFLAG | PTIASPADSNAME | PTIASPKEYHASH | PTKEYVALUE1 | PTKEYVALUE2 | PTKEYVALUE3 | PTKEYVALUE4 | PTKEYVALUE5 | PTKEYVALUE6 | PTKEYVALUE7 | PTKEYVALUE8 | RECNAME,Ventes & Clients,Ventes & Clients,Other,0.5966,medium,1,1.0,rare_class_uncertain
1030013,SYSADM.PS_EOCM_OFFER_CAT,PS_EOCM_OFFER_CAT,EOCM_CATALOG_ID | EOCM_CATEGORY_ID | EOCM_OFFER_ID | EOCM_PRIMARY_CATEG | SETID,Ventes & Clients,Ventes & Clients,Other,0.6004,medium,1,1.0,rare_class_uncertain
1068990,SYSADM.PS_RE_CNTCT_ADDR,PS_RE_CNTCT_ADDR,ADDRESS1 | ADDRESS2 | ADDRESS3 | ADDRESS4 | ADDR_FIELD1 | ADDR_FIELD2 | ADDR_FIELD3 | CITY | CONTACT_ID | COUNTRY | COUNTY | GEO_CODE | HOUSE_TYPE | IN_CITY_LIMIT | NUM1 | NUM2 | POSTAL | SETID | STATE,RH,RH,Other,0.6011,medium,1,1.0,rare_class_uncertain
1120168,GM_AWD_KEYWORD,PS_GM_AWD_KEYWORD,BUSINESS_UNIT | CONTRACT_NUM | KEY_WORD,Ventes & Clients,Ventes & Clients,Other,0.6053,medium,1,1.0,rare_class_uncertain
1074952,SYSADM.PS_SPF_WORDERREC_2,PS_SPF_WORDERREC_2,BUSINESS_UNIT | SPF_JOB_DESCRLONG | WORK_ORDER_ID,Supply Chain / Logistique / Production,RH,Supply Chain / Logistique / Production,0.608,medium,0,0.5,rare_class_uncertain
1134165,PC_EMP_RES_TM,PS_PC_EMP_RES_TM,ACCOUNT | ACTIVITY_ID | AFFILIATE | AFFILIATE_INTRA1 | AFFILIATE_INTRA2 | ALTACCT | ANALYSIS_TYPE | BILLING_AMOUNT | BUDGET_REF | BUSINESS_UNIT | BUSINESS_UNIT_GL | CHARTFIELD1 | CHARTFIELD2 | CHARTFIELD3 | CLASS_FLD | CUR_EFFDT | CURRENCY_CD | DEPTID | DESCR | EMPLID | EMPL_RCD_NUM | FOREIGN_AMOUNT | FOREIGN_CURRENCY | FUND_CODE | HOURLY_BILL_RT | HOURLY_RT | OPERATING_UNIT | PAY_END_DT | PC_DISTRIB_STATUS | PC_JOBCODE | PRODUCT | PROGRAM_CODE | PROJECT_ID | RATE_DIV | RATE_MULT | RESOURCE_AMOUNT | RESOURCE_CATEGORY | RESOURCE_ID | RESOURCE_QUANTITY | RESOURCE_SUB_CAT | RESOURCE_TYPE | RT_TYPE | TRANS_DT | UNIT_OF_MEASURE,RH,RH,Finance & Contrôle,0.6081,medium,1,1.0,rare_class_uncertain
1035695,SYSADM.PS_FO_CUST_JBTITLE,PS_FO_CUST_JBTITLE,COMMENTS | CUST_ID | FO_JOBTITLE | JOB_CAT | SETID,Ventes & Clients,Ventes & Clients,RH,0.6081,medium,1,1.0,rare_class_uncertain
1130422,OCH_HTRNS_TAO,PS_OCH_HTRNS_TAO,BUSINESS_UNIT | ORDER_DATE | ORDER_NO | PROCESS_INSTANCE | REQ_ARRIVAL_DTTM | SOLD_TO_CUST_ID,Supply Chain / Logistique / Production,Ventes & Clients,IT & Sécurité,0.6088,medium,0,0.5,rare_class_uncertain
1016591,SYSADM.PS_BUS_CAL_HOLIDAY,PS_BUS_CAL_HOLIDAY,HOLIDAY_DT | HOLIDAY_LIST_ID | HOLIDAY_NAME,RH,RH,Other,0.6113,medium,1,1.0,rare_class_uncertain
1133001,OWNER_INFO_TBL,PS_OWNER_INFO_TBL,ADDRESS1 | ADDRESS2 | ADDRESS3 | EFFDT | EFF_STATUS | NAME1 | NAME2 | OWNER_ID | PHONE | SETID,RH,RH,Other,0.6115,medium,1,1.0,rare_class_uncertain
1030014,SYSADM.PS_EOCM_OFFER_TBL,PS_EOCM_OFFER_TBL,EOCM_CATALOG_ID | EOCM_EPRO_DESCR | EOCM_OFFER_ID | EOCM_OFFER_NM | SETID,Ventes & Clients,Ventes & Clients,Other,0.6117,medium,1,1.0,rare_class_uncertain
1017642,SYSADM.PS_CA_DETAIL_PRICE,PS_CA_DETAIL_PRICE,APPLIES_TO_LINE | CONTRACT_LINE_NUM | CONTRACT_NUM,Ventes & Clients,Ventes & Clients,Achats & Fournisseurs,0.6175,medium,1,1.0,rare_class_uncertain
1120516,GM_DISABLI_TMP,PS_GM_DISABLI_TMP,GM_DISABLITY,RH,RH,IT & Sécurité,0.6181,medium,1,1.0,rare_class_uncertain
1170123,WM_PMLBRS_TAO,PS_WM_PMLBRS_TAO,ASSET_ID | ASSIGNMENT_ID | BUSINESS_UNIT | BUSINESS_UNIT_AM | CRAFT_ID | CURRENCY_CD | EMPLID | LABOR_BILL_RATE | LABOR_COST_RATE | LAST_DIST_LINE_NUM | LOOP_FLAG | MAINT_LOOP_ID | MAINT_TYPE | PM_SCHD_ID | PROCESS_INSTANCE | PROCURE_STATUS | REQ_DURATION | REQ_END_DT | REQ_START_DT | RES_LN_NBR | RQMT_LN_NBR | SCHED_COST_LBR | SCHED_DURATION | SCHED_END_TIME | SCHED_START_TIME | SEQ_NBR_5 | SETID | SHIFT_ID | SHOP_ID | WO_APPRVL_FLG | WO_ID | WO_TASK_ID | WO_TEMPLATE_ID,Supply Chain / Logistique / Production,RH,IT & Sécurité,0.6189,medium,0,0.5,rare_class_uncertain
1093516,BUS_CAL_HOL_DFN,PS_BUS_CAL_HOL_DFN,DESCR | FRI | FRI_HRS | HOLIDAY_LIST_ID | MON | MON_HRS | SAT | SAT_HRS | SUN | SUN_HRS | THURS | THURS_HRS | TUES | TUES_HRS | WED | WED_HRS,RH,RH,Other,0.6211,medium,1,1.0,rare_class_uncertain
1099657,CONVR_RVW_WL,PS_CONVR_RVW_WL,ACTIVITYNAME | BUSPROCNAME | CNTCT_NAME1 | CNTCT_PHONE | CONVER_DT | CONVER_SEQ_NUM | CONVER_TOPIC | CUST_ID | EVENTNAME | INSTANCEID | NAME1 | REVIEW_DT | SETID | TRANSACTIONID | WORKLISTNAME,Ventes & Clients,Ventes & Clients,IT & Sécurité,0.6214,medium,1,1.0,rare_class_uncertain
1094391,CA_EARLYOUT_TBL,PS_CA_EARLYOUT_TBL,DESCR | EARLY_OUT_CD | EARLY_OUT_REAS | SETID,RH,RH,Other,0.6214,medium,1,1.0,rare_class_uncertain
1073141,SYSADM.PS_SCR_ADDR_HST,PS_SCR_ADDR_HST,ADDRESS1 | ADDRESS2 | ADDRESS3 | ADDRESS4 | ADDRESS_SEQ_NUM | ADDR_FIELD1 | ADDR_FIELD2 | ADDR_FIELD3 | CITY | COUNTRY | COUNTY | DESCR | EFFDT | EMAILID | ENTERED_DTTM | GEO_CODE | HOUSE_TYPE | IN_CITY_LIMIT | NUM1 | NUM2 | POSTAL | SCR_CHG_EFF_WHEN | SCR_EFFDT | SCR_ID | SCR_REMOVE | SCR_SEQ_NUM | SEQNUM | STATE | USERID,RH,RH,Achats & Fournisseurs,0.6278,medium,1,0.5,rare_class_uncertain
1156493,SCR_ADDR_HST,PS_SCR_ADDR_HST,ADDRESS1 | ADDRESS2 | ADDRESS3 | ADDRESS4 | ADDRESS_SEQ_NUM | ADDR_FIELD1 | ADDR_FIELD2 | ADDR_FIELD3 | CITY | COUNTRY | COUNTY | DESCR | EFFDT | EMAILID | ENTERED_DTTM | GEO_CODE | HOUSE_TYPE | IN_CITY_LIMIT | NUM1 | NUM2 | POSTAL | SCR_CHG_EFF_WHEN | SCR_EFFDT | SCR_ID | SCR_REMOVE | SCR_SEQ_NUM | SEQNUM | STATE | USERID,RH,RH,Achats & Fournisseurs,0.6297,medium,1,1.0,rare_class_uncertain
1153474,RS_GRR_QL_MEM,PS_RS_GRR_QL_MEM,ACCOMPLISHMENT | BUSINESS_UNIT | GRR_ID | PROJECT_ID | TEAM_MEMBER | WEIGHT_POINTS,RH,RH,Other,0.6301,medium,1,1.0,rare_class_uncertain
1031784,SYSADM.PS_EX_ATT_MISC_TMP,PS_EX_ATT_MISC_TMP,ATTENDEE_COMPANY | NAME | SEQ_NUM | TITLE,RH,RH,Other,0.6316,medium,1,1.0,rare_class_uncertain
1038349,SYSADM.PS_GM_OPTY_AC_TBL,PS_GM_OPTY_AC_TBL,BUDGET_ID | DESCR | DESCRSHORT | EFFDT | EFF_STATUS | SETID,Ventes & Clients,Ventes & Clients,Finance & Contrôle,0.6337,medium,1,1.0,rare_class_uncertain
1024578,SYSADM.PS_CONT_ACMP_DEG,PS_CONT_ACMP_DEG,ACCOMPLISHMENT | CONTACT_ID | MAJOR_CODE | SETID | WEIGHT_POINTS,RH,RH,Other,0.6364,medium,1,1.0,rare_class_uncertain
1118394,FO_WC_ST_EFFDT,PS_FO_WC_ST_EFFDT,COUNTRY | EFFDT | EFF_STATUS | STATE,RH,RH,Other,0.6396,medium,1,1.0,rare_class_uncertain
1083394,SYSADM.PS_WTHDRULE_LANG,PS_WTHDRULE_LANG,DESCR | LANGUAGE_CD | WTHD_RULE,RH,RH,Other,0.6396,medium,1,1.0,rare_class_uncertain
1155997,SCD_USREVAL_SCT,PS_SCD_USREVAL_SCT,SCD_EVALUATION_ID | SCD_EVALUATOR_ID | SCD_SCORE | SCD_SECTION_ID | SCD_WGT_OVER_SCORE | SELECT_FLAG,RH,RH,Other,0.6397,medium,1,1.0,rare_class_uncertain
1156785,SDK_EM_MAILLST,PS_SDK_EM_MAILLST,SDK_EM_DATE | SDK_EM_MSGID | SDK_EM_SENDER | SDK_EM_SUBJECT,Ventes & Clients,Ventes & Clients,IT & Sécurité,0.6401,medium,1,1.0,rare_class_uncertain
1108897,EE_EVENT_PRCS_S,PS_EE_EVENT_PRCS_S,EE_PROCESS | EFFDT | EFF_STATUS | ENTRY_EVENT | SETID | TEST_CASE,RH,RH,IT & Sécurité,0.6406,medium,1,1.0,rare_class_uncertain
1132620,ORD_PRCSHP_FORM,PS_ORD_PRCSHP_FORM,BUSINESS_UNIT | DELIVERY_ID | EOEP_MAX_AMOUNT | EOEP_MIN_AMOUNT | EOEP_RANGE_ID | EOEP_RULE_ID | ORDER_NO | PRICE_TYPE | SHIP_FROM_BU,Ventes & Clients,Ventes & Clients,Finance & Contrôle,0.641,medium,1,1.0,rare_class_uncertain
1152648,RMA_LN_DST_TMP,PS_RMA_LN_DST_TMP,BUSINESS_UNIT | DATETIME_ADDED | DST_ID_REV | DST_PCT_REV | LAST_MAINT_OPRID | LASTUPDDTTM | RMA_ID | RMA_LINE_NBR | SEQ_NUM | SEQUENCE_NBR,Ventes & Clients,Ventes & Clients,Supply Chain / Logistique / Production,0.6412,medium,1,1.0,rare_class_uncertain
1032618,SYSADM.PS_EX_ESPD_TA2,PS_EX_ESPD_TA2,EMPLID | NAME50 | PROCESS_INSTANCE,IT & Sécurité,RH,IT & Sécurité,0.6415,medium,0,1.0,rare_class_uncertain
1095043,CA_PE_PERS_PROD,PS_CA_PE_PERS_PROD,BUSINESS_UNIT | CA_PAGELET_FORMAT | CA_RQST_SRC | COMPONENT_ID | CONTRACT_NUM | CONTRACT_TYPE | CURRENCY_CD | DATE_TYPE | FROM_DATE | FROM_DATE_OPTION | MY_CONTRACTS | OPRID | PRODUCT_SORT_BY | REGION_CD | RENEWAL_OPTION | SOLD_TO_CUST_ID | SUBCUST_QUAL1 | SUBCUST_QUAL2 | THRU_DATE | THRU_DATE_OPTION,Other,RH,Finance & Contrôle,0.6416,medium,0,0.5,rare_class_uncertain
1036050,SYSADM.PS_FO_SKILLS_HDR,PS_FO_SKILLS_HDR,DESCRSHORT | RS_TYPE,RH,RH,Other,0.6423,medium,1,1.0,rare_class_uncertain
1058095,SYSADM.PS_PE_ACCRL_OPTION,PS_PE_ACCRL_OPTION,ACCRL_DOC_TYPE | ACCRL_PROD_ID | EFFDT | EFF_STATUS | SETID,Finance & Contrôle,RH,Other,0.6445,medium,0,0.5,rare_class_uncertain
1035537,SYSADM.PS_FOACTNREASO_UPG,PS_FOACTNREASO_UPG,ACTION | ACTION_REASON | DESCR | DESCRSHORT | EFFDT | EFF_STATUS,RH,RH,IT & Sécurité,0.6462,medium,1,1.0,rare_class_uncertain
1099466,CONSOL_SUB_TBL,PS_CONSOL_SUB_TBL,DESCR | EFFDT | EFF_STATUS | FIELDNAME | OWNERSHIP_SET | SETID | SUB_ENTITY,RH,RH,Finance & Contrôle,0.6464,medium,1,1.0,rare_class_uncertain
1024481,SYSADM.PS_COMP_RATCD_LANG,PS_COMP_RATCD_LANG,COMP_RATECD | DESCR | DESCRSHORT | EFFDT | LANGUAGE_CD,RH,RH,Other,0.6469,medium,1,1.0,rare_class_uncertain
1164322,TITLE_TBL,PS_TITLE_TBL,DESCR | EFFDT | EFF_STATUS | TITLE,RH,RH,Other,0.6471,medium,1,1.0,rare_class_uncertain
1135286,PE_ACCRL_OPTION,PS_PE_ACCRL_OPTION,ACCRL_DOC_TYPE | ACCRL_PROD_ID | EFFDT | EFF_STATUS | SETID,RH,RH,Other,0.6477,medium,1,1.0,rare_class_uncertain
1163965,TD_MRCH_TYP_LNG,PS_TD_MRCH_TYP_LNG,DESCR | DESCRSHORT | EFFDT | LANGUAGE_CD | MERCH_TYPE | SETID,Ventes & Clients,Ventes & Clients,Other,0.6488,medium,1,1.0,rare_class_uncertain
1010574,SYSADM.PS_AUC_COLLAB_GRP,PS_AUC_COLLAB_GRP,AUC_COLLAB_GRP | DESCR | SETID,RH,RH,Other,0.6494,medium,1,1.0,rare_class_uncertain
1069990,SYSADM.PS_RE_PRTA_BASIS,PS_RE_PRTA_BASIS,EFFDT | EFF_STATUS | END_EFFDT | INSTANCE_DESCR | INSTANCE_NAME | PRORATA_BASIS | SETID,RH,RH,Other,0.6507,medium,1,1.0,rare_class_uncertain
1025951,SYSADM.PS_DEPT_EDR,PS_DEPT_EDR,DEPTID | DTTM_STAMP | EFFDT | INEFFDT | OPRID_LAST_UPDT | SETID,RH,RH,IT & Sécurité,0.6508,medium,1,1.0,rare_class_uncertain
1078221,SYSADM.PS_UNPOST_RSN_TBL,PS_UNPOST_RSN_TBL,DESCR | EFFDT | EFF_STATUS | SETID | UNPOST_REASON,RH,RH,Other,0.6519,medium,1,1.0,rare_class_uncertain
1035673,SYSADM.PS_FOCSTTRGTSK_UPG,PS_FOCSTTRGTSK_UPG,COMMENTS | CUST_ID | RS_TYPE | SETID | SKILLCODE,RH,RH,Other,0.6523,medium,1,1.0,rare_class_uncertain
1101981,CUST_DITEM_CAT,PS_CUST_DITEM_CAT,DATA_CATEGORY,Ventes & Clients,Ventes & Clients,Other,0.6523,medium,1,0.5,rare_class_uncertain
1038226,SYSADM.PS_GM_EC_SEG_REV,PS_GM_EC_SEG_REV,BUSINESS_UNIT | ECQUEUEINSTANCE | ECTRANSID | ECTRANSINOUTSW | OPRID | PROPOSAL_ID | RUN_CNTL_ID | SEG_REV | VERSION_ID,Ventes & Clients,Ventes & Clients,IT & Sécurité,0.6539,medium,1,1.0,rare_class_uncertain
1102176,CUSTOMER,PS_CUSTOMER,ADD_DT | ADDRESS_SEQ_BRK | ADDRESS_SEQ_IND | ADDRESS_SEQ_NUM | ADDRESS_SEQ_SHIP | ADDRESS_SEQ_SOLD | ALLOW_COPI | BILL_TO_FLG | BROKER_FLG | CFDA_NBR | CNTCT_SEQ_IPAC | CNTCT_SEQ_NUM | CNTCT_SEQ_SHIP | CNTCT_SEQ_SOLD | CONSOL_BUS_UNIT | CONT_ALLOW_PCT | CONT_NO_ALLW_PCT | CORPORATE_CUST_ID | CORPORATE_SETID | COST_LIV_INCR_PCT | CRSPD_CUST_ID | CRSPD_SETID | CURRENCY_CD | CUR_RT_TYPE | CUST_FIELD_C10_A | CUST_FIELD_C10_B | CUST_FIELD_C10_C | CUST_FIELD_C10_D | CUST_FIELD_C1_A | CUST_FIELD_C1_B | CUST_FIELD_C1_C | CUST_FIELD_C1_D | CUST_FIELD_C2 | CUST_FIELD_C30_A | CUST_FIELD_C30_B | CUST_FIELD_C30_C | CUST_FIELD_C30_D | CUST_FIELD_C4 | CUST_FIELD_C6 | CUST_FIELD_C8 | CUST_FIELD_N12_A | CUST_FIELD_N12_B | CUST_FIELD_N12_C | CUST_FIELD_N12_D | CUST_FIELD_N15_A | CUST_FIELD_N15_B | CUST_FIELD_N15_C | CUST_FIELD_N15_D | CUST_ID | CUST_LEVEL | CUSTOMER_ALC | CUSTOMER_DO | CUSTOMER_TYPE | CUST_STATUS | CUST_STATUS_DT | CUST_USF_STATUS | DATE_LAST_MAINT | EMPLID | EXPIRATION_DATE | EXP_PENDING | FA_SPNSR_BASE_ID | FEDERAL_INDICATOR | FED_SHARE_PCT | FED_SP_TYPE | FOREIGN_FLAG | FORMER_NAME_1 | FORMER_NAME_2 | FSS_OFFSET_DAYS | GGOV_FLG | GM_DEL_LOC_REFS_SW | GM_FEDERAL_FLAG | GM_LOC_SPONSOR_ID | GRANTS_SPONSOR_FLG | HOLD_UNPAID_BI | HOLD_UPDATE_SW | INDIRECT_CUST_FLG | IPAC_INTERFACE | LAST_MAINT_OPRID | LASTUPDDTTM | LOC_INDICATOR | MULTI_PI | NAME1 | NAME1_AC | NAME2 | NAME2_AC | NAME3 | NAME3_AC | NAMESHORT | OFAC_STATUS | PARENT_CUST_ID | PARENT_SETID | REASON_CD | REFER_TO_CUST_ID | REFER_TO_SETID | REMIT_FROM_CUST_ID | REMIT_FROM_SETID | REPORTS_TO_SPONSOR | REVIEW_DAYS | ROLEUSER | SETID | SHIP_TO_FLG | SINCE_DT | SOLD_TO_FLG | SOURCE_SYSTEM | SPNSR_LEVEL | SPNSR_PROGRAM | SPNSR_SALARY_CAP | SPNSR_TYPE | STCUST_DAYS | STOCK_SYMBOL | SUBCUST_QUAL1 | SUBCUST_QUAL2 | SUBCUST_USE | SYMBOL_REQ | TAXPAYER_ID | TEMPLATE_ADDR | TRADING_PARTNER | US_FLAG_CARRIER | VENDOR_ID | VENDOR_SETID | WEB_URL,RH,RH,Achats & Fournisseurs,0.6552,medium,1,0.5,rare_class_uncertain
1070730,SYSADM.PS_RMA_LN_DST_TMP,PS_RMA_LN_DST_TMP,BUSINESS_UNIT | DATETIME_ADDED | DST_ID_REV | DST_PCT_REV | LAST_MAINT_OPRID | LASTUPDDTTM | RMA_ID | RMA_LINE_NBR | SEQ_NUM | SEQUENCE_NBR,Ventes & Clients,Ventes & Clients,Supply Chain / Logistique / Production,0.6563,medium,1,1.0,rare_class_uncertain
1030375,SYSADM.PS_EOEC_CCI_O_PRSN,PS_EOEC_CCI_O_PRSN,ADDRESS1 | CITY | COUNTRY | EOEC_CCI_FNAME | EOEC_CCI_LNAME | EOEC_CCI_ORDR_NUM | EOEC_EMAIL_ADDR | EOEC_SUBSCRIPTION | POSTAL | STATE,RH,RH,Other,0.658,medium,1,1.0,rare_class_uncertain
1025452,SYSADM.PS_CUST_TEO2,PS_CUST_TEO2,ADD_DT | ADDRESS_SEQ_BRK | ADDRESS_SEQ_IND | ADDRESS_SEQ_NUM | ADDRESS_SEQ_SHIP | ADDRESS_SEQ_SOLD | ALLOW_COPI | BILL_TO_FLG | BROKER_FLG | CFDA_NBR | CNTCT_SEQ_IPAC | CNTCT_SEQ_NUM | CNTCT_SEQ_SHIP | CNTCT_SEQ_SOLD | CONSOL_BUS_UNIT | CONT_ALLOW_PCT | CONT_NO_ALLW_PCT | CORPORATE_CUST_ID | CORPORATE_SETID | COST_LIV_INCR_PCT | CRSPD_CUST_ID | CRSPD_SETID | CURRENCY_CD | CUR_RT_TYPE | CUST_FIELD_C10_A | CUST_FIELD_C10_B | CUST_FIELD_C10_C | CUST_FIELD_C10_D | CUST_FIELD_C1_A | CUST_FIELD_C1_B | CUST_FIELD_C1_C | CUST_FIELD_C1_D | CUST_FIELD_C2 | CUST_FIELD_C30_A | CUST_FIELD_C30_B | CUST_FIELD_C30_C | CUST_FIELD_C30_D | CUST_FIELD_C4 | CUST_FIELD_C6 | CUST_FIELD_C8 | CUST_FIELD_N12_A | CUST_FIELD_N12_B | CUST_FIELD_N12_C | CUST_FIELD_N12_D | CUST_FIELD_N15_A | CUST_FIELD_N15_B | CUST_FIELD_N15_C | CUST_FIELD_N15_D | CUST_ID | CUST_LEVEL | CUSTOMER_ALC | CUSTOMER_DO | CUSTOMER_TYPE | CUST_STATUS | CUST_STATUS_DT | CUST_USF_STATUS | DATE_LAST_MAINT | EMPLID | EO_FROM_CURRENCY | EO_PROCESS_INST | EXPIRATION_DATE | EXP_PENDING | FA_SPNSR_BASE_ID | FEDERAL_INDICATOR | FED_SHARE_PCT | FED_SP_TYPE | FOREIGN_FLAG | FORMER_NAME_1 | FORMER_NAME_2 | FSS_OFFSET_DAYS | GGOV_FLG | GM_DEL_LOC_REFS_SW | GM_FEDERAL_FLAG | GM_LOC_SPONSOR_ID | GRANTS_SPONSOR_FLG | HOLD_UPDATE_SW | INDIRECT_CUST_FLG | IPAC_INTERFACE | LAST_MAINT_OPRID | LASTUPDDTTM | LOC_INDICATOR | MULTI_PI | NAME1 | NAME1_AC | NAME2 | NAME2_AC | NAME3 | NAME3_AC | NAMESHORT | OFAC_STATUS | PARENT_CUST_ID | PARENT_SETID | REASON_CD | REFER_TO_CUST_ID | REFER_TO_SETID | REMIT_FROM_CUST_ID | REMIT_FROM_SETID | REPORTS_TO_SPONSOR | REVIEW_DAYS | ROLEUSER | SETID | SHIP_TO_FLG | SINCE_DT | SOLD_TO_FLG | SOURCE_SYSTEM | SPNSR_LEVEL | SPNSR_PROGRAM | SPNSR_SALARY_CAP | SPNSR_TYPE | STCUST_DAYS | STOCK_SYMBOL | SUBCUST_QUAL1 | SUBCUST_QUAL2 | SUBCUST_USE | SYMBOL_REQ | TAXPAYER_ID | TEMPLATE_ADDR | TRADING_PARTNER | US_FLAG_CARRIER | VENDOR_ID | VENDOR_SETID | WEB_URL,RH,RH,Ventes & Clients,0.6582,medium,1,0.5,rare_class_uncertain
1070520,SYSADM.PS_RESUME_OPTIONS,PS_RESUME_OPTIONS,BIRTHDATE_FLG | MARITAL_STATUS_FLG | SEX_FLG,RH,RH,Other,0.6599,medium,1,1.0,rare_class_uncertain
1071555,SYSADM.PS_RS_EDU_EXT,PS_RS_EDU_EXT,DATE_ACQUIRED | EDUCATOR | GRADUATE_INDICATOR | MAJOR | MERCHANTID | RS_DEGREE | RS_USERID | SEQNUM,RH,RH,IT & Sécurité,0.6612,medium,1,1.0,rare_class_uncertain
1028754,SYSADM.PS_EE_SRC_DEFN,PS_EE_SRC_DEFN,DESCR | EE_SOURCE_TRAN | RECNAME_SOURCE | RECNAME_TARGET | RECNAME_TMP | RECNAME_UPDATE,RH,RH,IT & Sécurité,0.6613,medium,1,1.0,rare_class_uncertain
1077581,SYSADM.PS_TRP_POOL_LG,PS_TRP_POOL_LG,BUSINESS_UNIT | DESCR | EFFDT | LANGUAGE_CD | POOL_ID,RH,RH,Other,0.6617,medium,1,1.0,rare_class_uncertain
1031334,SYSADM.PS_EX_ACTION_TBL,PS_EX_ACTION_TBL,DESCR | DESCRSHORT | EFFDT | EFF_STATUS | REIMB_ACTION | SETID,RH,RH,Other,0.6621,medium,1,1.0,rare_class_uncertain
1156236,SCP_CONTACT_DTL,PS_SCP_CONTACT_DTL,CONTACT_EMAIL | CONTACT_NAME | SCP_ACTIVE_FLAG | SCP_CONTENT_ID | SCP_CONTENT_TYPE | SCP_EMAIL_PURPOSE | SCP_EMAIL_SEQ_ID,RH,RH,IT & Sécurité,0.6637,medium,1,1.0,rare_class_uncertain
